Date_FICO_L01d,Open_FICO_L01d,High_FICO_L01d,Low_FICO_L01d,Close_FICO_L01d,Adj Close_FICO_L01d,Volume_FICO_L01d,Daily_Return_FICO_L01d,Vol5_FICO_L01d,Vol10_FICO_L01d,Vol20_FICO_L01d,Vol60_FICO_L01d,SMA5_FICO_L01d,SMA10_FICO_L01d,SMA30_FICO_L01d,SMA60_FICO_L01d,SMA100_FICO_L01d,EMA5_FICO_L01d,EMA10_FICO_L01d,EMA30_FICO_L01d,EMA60_FICO_L01d,EMA100_FICO_L01d,Short12_FICO_L01d,Long26_FICO_L01d,MACD_FICO_L01d,SIGNAL9_FICO_L01d,Ret5/10_FICO_L01d,Ret10/30_FICO_L01d,Ret30/60_FICO_L01d,Ret30/100_FICO_L01d,Emaret5/10_FICO_L01d,Emaret10/30_FICO_L01d,Emaret30/60_FICO_L01d,Emaret30/100_FICO_L01d,RetMACD_FICO_L01d,DayRange_FICO_L01d,average20r_FICO_L01d,PRVHI_FICO_L01d,HitLevel_FICO_L01d,hitlevel_2_FICO_L01d,hitlevel_1.8_FICO_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf,ret_ensemble,ensemble
2023-01-04,596.5399780273438,609.7999877929688,596.1599731445312,609.0399780273438,609.0399780273438,117300.0,3.0193297437749957,1.8094350452028607,1.7623578656746657,1.5521236951006463,4.570490696807476,601.310009765625,605.7480102539063,603.9840026855469,537.147836303711,504.0209027099609,602.841682418768,603.8358481805429,590.4632763590042,555.912832563765,524.6747192581929,603.879537709296,594.9917863276368,8.8877513816592,13.43825983471508,1.993293388161821,-1.993293388161821,-1.993293388161821,-1.993293388161821,1.993293388161821,1.993293388161821,-1.993293388161821,-1.993293388161821,1.993293388161821,16.90997314453125,17.170999145507814,609.7999877929688,579.2445739746094,582.6859741210938,586.1273742675781,0.0,1.0029206196861438,-3.0193297437749957,1.0,3.0193297437749957,1.0226475927580094,1.0,3.0193297437749957,0.3395967299933062,-1.0,-3.0193297437749957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,1,,-1,,1
2023-01-05,601.0599975585938,606.4099731445312,589.5,596.9000244140625,596.9000244140625,146500.0,-1.993293388161821,1.9510131860839168,1.9022352187123217,1.612631142266153,4.575406728361756,599.3220092773438,606.3230102539062,604.4976704915365,540.4910034179687,505.0824029541016,600.8611297505329,602.5747893139101,590.8785504270725,557.2566749195125,526.1049233206853,602.8057664331062,595.1331372970017,7.672629136104547,12.285133694992972,-0.8443588241248884,0.8443588241248884,0.8443588241248884,0.8443588241248884,-0.8443588241248884,-0.8443588241248884,0.8443588241248884,0.8443588241248884,-0.8443588241248884,25.010009765625,17.53949890136719,606.4099731445312,572.0237896728515,575.4579895019531,578.8921893310547,1.0,1.003019597678326,1.993293388161821,1.0,-1.993293388161821,1.019794658104248,1.0,-1.993293388161821,0.35245634716360236,-1.0,1.993293388161821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.993293388161821,1,1.993293388161821,-1,-1.993293388161821,1,1.993293388161821,-1,-1.993293388161821,1
2023-01-06,603.5999755859375,608.7000122070312,583.6900024414062,601.9400024414062,601.9400024414062,115700.0,0.8443588241248884,1.966171418573609,1.4076169536142693,1.6182025634875636,4.570586178824377,599.5300048828125,605.0970092773438,605.299003092448,543.76116994222,506.2039028930664,601.220753980824,602.4593735189093,591.5921924925134,558.7217020513779,527.6066080557491,602.6725719728447,595.6373495299205,7.035222442924237,11.235151444579229,1.3406663939076382,1.3406663939076382,-1.3406663939076382,-1.3406663939076382,1.3406663939076382,1.3406663939076382,-1.3406663939076382,-1.3406663939076382,1.3406663939076382,20.17999267578125,17.476995849609374,608.7000122070312,567.8230755615234,571.3309753417968,574.8388751220704,0.0,0.999666290851179,-0.8443588241248884,-1.0,0.8443588241248884,1.0183693787110508,1.0,0.8443588241248884,0.35404705221066185,-1.0,-0.8443588241248884,0.0,0.0,1.0,0.001481822,0.001481822,0.9956372380256652,0.9956372380256652,0.8443588241248884,1,-0.8443588241248884,-1,0.8443588241248884,-1,-0.8443588241248884,-1,0.8443588241248884,1
2023-01-09,609.5499877929688,611.97998046875,591.7999877929688,593.8699951171875,593.8699951171875,193300.0,-1.3406663939076382,2.063052804118499,1.4490124448525723,1.5727061780256844,4.577283964857121,598.5880004882813,603.0320068359375,605.7850036621094,546.9038365681967,507.12770294189454,598.7705010262786,600.8976683549598,591.7391475005569,559.8741051027158,528.9187543341934,601.3183293796667,595.5064343882366,5.811894991430108,10.150500153949404,1.3487816915290352,1.3487816915290352,-1.3487816915290352,-1.3487816915290352,1.3487816915290352,1.3487816915290352,-1.3487816915290352,-1.3487816915290352,1.3487816915290352,16.22998046875,17.710995483398438,611.97998046875,570.2506213378906,573.7460205078125,577.2414196777344,0.0,0.9954554886477391,1.3406663939076382,-1.0,1.3406663939076382,1.015477294164308,1.0,-1.3406663939076382,0.34358938403219125,-1.0,1.3406663939076382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3406663939076382,1,1.3406663939076382,-1,1.3406663939076382,-1,1.3406663939076382,-1,-1.3406663939076382,1
2023-01-10,588.47998046875,591.6199951171875,575.3900146484375,585.8599853515625,585.8599853515625,253000.0,-1.3487816915290352,2.078758124187501,1.4587825598629294,1.5655643583161545,4.583254919663847,597.5219970703125,599.9420043945313,605.6780029296875,549.933669535319,507.9945028686523,594.4669958013733,598.1635441725239,591.3598467167508,560.7261011764485,530.0463034632502,598.9401226061123,594.7918826077422,4.148239998370059,8.950048122833536,-2.2377335334987025,-2.2377335334987025,2.2377335334987025,2.2377335334987025,-2.2377335334987025,-2.2377335334987025,2.2377335334987025,2.2377335334987025,-2.2377335334987025,16.47998046875,17.839492797851562,591.6199951171875,573.0157904052735,576.5579895019531,580.1001885986328,1.0,0.9905296238142859,1.3487816915290352,-1.0,1.3487816915290352,1.0115051731928495,1.0,-1.3487816915290352,0.3415835221382316,-1.0,1.3487816915290352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3487816915290352,1,1.3487816915290352,-1,1.3487816915290352,-1,1.3487816915290352,-1,-1.3487816915290352,1
2023-01-11,588.260009765625,600.9199829101562,584.4400024414062,598.969970703125,598.969970703125,168400.0,2.2377335334987025,1.788700270781467,1.6983322155228904,1.6594354224058794,4.582424303339035,595.5079956054688,598.4090026855469,606.0543355305989,553.2430023193359,509.0104025268554,595.9679874352905,598.3101671780877,591.8508224578072,561.979998537979,531.411128557109,598.9447146210373,595.1013706148076,3.8433440062297,7.928707299512768,-1.1035689116366354,-1.1035689116366354,1.1035689116366354,1.1035689116366354,-1.1035689116366354,-1.1035689116366354,1.1035689116366354,1.1035689116366354,-1.1035689116366354,21.71002197265625,17.748495483398436,600.9199829101562,552.3731109619141,555.9410095214844,559.5089080810546,1.0,0.9873850702868768,-2.2377335334987025,-1.0,-2.2377335334987025,1.0109138054306597,1.0,2.2377335334987025,0.3621304603322554,-1.0,-2.2377335334987025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2377335334987025,1,-2.2377335334987025,-1,-2.2377335334987025,-1,-2.2377335334987025,-1,2.2377335334987025,1
2023-01-12,598.4000244140625,608.3099975585938,586.5999755859375,605.5800170898438,605.5800170898438,163900.0,1.1035689116366354,1.589585259306714,1.708645975363131,1.67272056686102,4.578701484125049,597.243994140625,598.2830017089843,606.549003092448,556.5146692911784,510.1683026123047,599.1719973201416,599.6319580711341,592.7365769501968,563.4095073429581,532.8798194191434,599.965530385469,595.8775666499955,4.087963735473522,7.16055858670492,-2.037710207085936,-2.037710207085936,2.037710207085936,2.037710207085936,-2.037710207085936,-2.037710207085936,2.037710207085936,2.037710207085936,-2.037710207085936,21.4300537109375,17.512496948242188,608.3099975585938,561.8732928466796,565.4229919433594,568.9726910400391,1.0,0.986372079846278,-1.1035689116366354,-1.0,-1.1035689116366354,1.0116331290982854,1.0,1.1035689116366354,0.3653264080789191,-1.0,-1.1035689116366354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1035689116366354,1,-1.1035689116366354,-1,-1.1035689116366354,1,-1.1035689116366354,-1,1.1035689116366354,1
2023-01-13,599.219970703125,620.6500244140625,599.219970703125,617.9199829101562,617.9199829101562,129000.0,2.037710207085936,1.7711172686410583,1.7828202393135464,1.6595671904225309,4.575264225035877,600.439990234375,599.9849975585937,606.489003499349,559.8131688435873,511.5683023071289,605.4213258501466,602.9570534964108,594.3613128185813,565.1967360500794,534.5637830526288,602.7277538508056,597.5103382248222,5.217415625983335,6.771929994560604,1.6118627408274653,-1.6118627408274653,1.6118627408274653,1.6118627408274653,-1.6118627408274653,1.6118627408274653,1.6118627408274653,1.6118627408274653,-1.6118627408274653,18.08001708984375,17.6875,620.6500244140625,569.782504272461,573.2850036621094,576.7875030517578,1.0,0.9892759705398974,-2.037710207085936,-1.0,-2.037710207085936,1.0144621470012354,1.0,2.037710207085936,0.3627259779536596,-1.0,-2.037710207085936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037710207085936,1,-2.037710207085936,-1,2.037710207085936,-1,-2.037710207085936,-1,2.037710207085936,1
2023-01-17,616.010009765625,628.27001953125,610.1900024414062,627.8800048828125,627.8800048828125,161400.0,1.6118627408274653,1.4515722404572011,1.8098919620432647,1.6526736516098997,4.555067583788284,607.2419921875,602.9149963378907,606.7136698404948,563.4620020548502,513.0858023071289,612.9075521943686,607.4884992030293,596.5238090807898,567.2519251921362,536.4116290294642,606.5973309326528,599.7599431624511,6.837387770201644,6.785021549688812,0.3328607065139096,-0.3328607065139096,0.3328607065139096,0.3328607065139096,-0.3328607065139096,0.3328607065139096,0.3328607065139096,0.3328607065139096,0.3328607065139096,21.33001708984375,18.153500366210935,628.27001953125,581.7375244140625,585.2750244140625,588.8125244140625,1.0,0.9937389353636901,-1.6118627408274653,-1.0,-1.6118627408274653,1.0183809765097818,1.0,1.6118627408274653,0.36282088491767917,-1.0,-1.6118627408274653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6118627408274653,1,-1.6118627408274653,-1,-1.6118627408274653,-1,-1.6118627408274653,-1,1.6118627408274653,1
2023-01-18,635.2899780273438,640.5,619.1699829101562,629.969970703125,629.969970703125,212100.0,0.3328607065139096,0.7679606519443244,1.7086218255808627,1.6133637774783112,4.553991212451312,616.0639892578125,606.7929931640625,607.002001953125,567.1516682942708,514.5983020019531,618.5950250306207,611.5760394757739,598.6816259596501,569.3082545531522,538.2642694586456,610.1931216665715,601.9977229802788,8.19539868629272,7.0670969770095935,-0.9698851748033316,0.9698851748033316,-0.9698851748033316,-0.9698851748033316,0.9698851748033316,-0.9698851748033316,-0.9698851748033316,-0.9698851748033316,-0.9698851748033316,14.52001953125,18.175,640.5,588.332318725586,591.9630187988281,595.5937188720703,0.0,0.9996556703464075,0.3328607065139096,-1.0,-0.3328607065139096,1.0215380144587782,1.0,0.3328607065139096,0.3542746795529878,-1.0,-0.3328607065139096,0.0,0.0,1.0,0.00328901,0.00328901,0.9901941418647766,0.9901941418647766,0.3328607065139096,1,-0.3328607065139096,-1,-0.3328607065139096,-1,-0.3328607065139096,-1,0.3328607065139096,1
