Date_TDY_L01d,Open_TDY_L01d,High_TDY_L01d,Low_TDY_L01d,Close_TDY_L01d,Adj Close_TDY_L01d,Volume_TDY_L01d,Daily_Return_TDY_L01d,Vol5_TDY_L01d,Vol10_TDY_L01d,Vol20_TDY_L01d,Vol60_TDY_L01d,SMA5_TDY_L01d,SMA10_TDY_L01d,SMA30_TDY_L01d,SMA60_TDY_L01d,SMA100_TDY_L01d,EMA5_TDY_L01d,EMA10_TDY_L01d,EMA30_TDY_L01d,EMA60_TDY_L01d,EMA100_TDY_L01d,Short12_TDY_L01d,Long26_TDY_L01d,MACD_TDY_L01d,SIGNAL9_TDY_L01d,Ret5/10_TDY_L01d,Ret10/30_TDY_L01d,Ret30/60_TDY_L01d,Ret30/100_TDY_L01d,Emaret5/10_TDY_L01d,Emaret10/30_TDY_L01d,Emaret30/60_TDY_L01d,Emaret30/100_TDY_L01d,RetMACD_TDY_L01d,DayRange_TDY_L01d,average20r_TDY_L01d,PRVHI_TDY_L01d,HitLevel_TDY_L01d,hitlevel_2_TDY_L01d,hitlevel_1.8_TDY_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-04,404.6400146484375,409.0899963378906,401.989990234375,408.4800109863281,408.4800109863281,186700.0,1.92380222671644,1.4546589937964405,1.295726029270091,1.7490341681024766,1.8905301709661384,399.6,397.3899993896485,408.2163340250651,393.2778330485026,384.9295989990234,401.7088585282304,400.6339186262674,402.0764983129293,397.0737129753282,394.095219993611,400.9372121848626,402.399522117685,-1.462309932822393,-1.341864766943597,-2.4603451919911223,2.4603451919911223,-2.4603451919911223,-2.4603451919911223,2.4603451919911223,-2.4603451919911223,2.4603451919911223,-2.4603451919911223,2.4603451919911223,8.350006103515682,8.122001647949219,409.0899963378906,385.235595703125,386.89599609375,388.556396484375,0.0,0.9734789283695054,-1.92380222671644,-1.0,-1.92380222671644,1.0125991350576056,1.0,1.92380222671644,0.9251553849620122,-1.0,-1.92380222671644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2023-01-05,404.5899963378906,405.3099975585938,396.9599914550781,398.4299926757812,398.4299926757812,127200.0,-2.4603451919911223,1.7900945296981114,1.5916399677883548,1.751462652486961,1.9204858053890728,401.147998046875,398.01799926757815,408.0020009358724,394.28666636149086,384.8988989257812,400.61590324408064,400.2332048170881,401.8412398847262,397.11818116222827,394.1810570764263,400.5514861065424,402.10548289976623,-1.5539967932238028,-1.3842911721996385,2.537463558213504,-2.537463558213504,2.537463558213504,2.537463558213504,-2.537463558213504,2.537463558213504,-2.537463558213504,2.537463558213504,-2.537463558213504,9.970001220703123,8.270001220703126,405.3099975585938,391.2215927124024,392.8459930419922,394.470393371582,1.0,0.9755295276851755,2.4603451919911223,-1.0,2.4603451919911223,1.0118933328831108,1.0,-2.4603451919911223,0.9119893766317793,-1.0,2.4603451919911223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4603451919911223,1,-2.4603451919911223,1,-2.4603451919911223,1,-2.4603451919911223,1
2023-01-06,403.2799987792969,409.5799865722656,399.6099853515625,408.5400085449219,408.5400085449219,165700.0,2.537463558213504,1.9378905210159545,1.67730450398937,1.8498562107488,1.9288635003786112,403.2260009765625,398.9059997558594,407.7800008138021,395.54299977620445,384.9649990844727,403.25727167769446,401.74353276760326,402.2734185079647,397.49266730592313,394.46539274906974,401.7804895586008,402.582114429037,-0.8016248704361715,-1.267757911846945,-0.0342719551351124,0.0342719551351124,-0.0342719551351124,-0.0342719551351124,0.0342719551351124,-0.0342719551351124,0.0342719551351124,-0.0342719551351124,-0.0342719551351124,11.75,8.531001281738284,409.5799865722656,387.1159948730469,388.76999511718753,390.4239953613282,0.0,0.9782382631805558,-2.537463558213504,-1.0,-2.537463558213504,1.0120272689165413,1.0,2.537463558213504,0.9590394604831792,-1.0,-2.537463558213504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.537463558213504,1,2.537463558213504,1,2.537463558213504,1,2.537463558213504,1
2023-01-09,410.9500122070312,417.9200134277344,406.1700134277344,408.3999938964844,408.3999938964844,151000.0,-0.0342719551351124,1.9550253449195143,1.5574843809244157,1.849836526581291,1.927486456133807,404.9239990234375,400.4149993896484,407.3953338623047,396.8149998982747,384.9964990234375,404.9715124172912,402.95379842739976,402.6686814362563,397.8502845711874,394.7413254450581,402.7988748413522,403.0130684636627,-0.2141936223105176,-1.0570450539396596,0.2081307826197159,-0.2081307826197159,0.2081307826197159,0.2081307826197159,-0.2081307826197159,0.2081307826197159,0.2081307826197159,0.2081307826197159,0.2081307826197159,4.5999755859375,8.502500915527346,417.9200134277344,390.8117837524414,392.5179840087891,394.2241842651367,1.0,0.9828659439800663,-0.0342719551351124,-1.0,0.0342719551351124,1.0121110806047613,1.0,-0.0342719551351124,0.9597144097664542,-1.0,0.0342719551351124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0342719551351124,1,-0.0342719551351124,-1,-0.0342719551351124,1,-0.0342719551351124,1
2023-01-10,409.0899963378906,411.3599853515625,406.760009765625,409.25,409.25,93500.0,0.2081307826197159,1.955223431261612,1.5558839765903831,1.8235338399874568,1.9017285439270155,406.6200012207031,401.9649993896484,407.0313334147135,397.94850006103513,385.08909912109374,406.3976749448608,404.0985623496907,403.0932826339172,398.22404573278783,395.0286259312946,403.7913556349903,403.47506339228033,0.3162922427099488,-0.782377594609738,0.4227271805322235,-0.4227271805322235,0.4227271805322235,0.4227271805322235,-0.4227271805322235,0.4227271805322235,0.4227271805322235,0.4227271805322235,0.4227271805322235,5.740020751953182,8.137501525878912,411.3599853515625,399.2145114135742,400.9150115966797,402.6155117797852,1.0,0.9875529631034495,0.2081307826197159,-1.0,-0.2081307826197159,1.0122273804239252,1.0,0.2081307826197159,0.9588822999006531,-1.0,-0.2081307826197159,0.0,1.0,1.0,0.0125224543735384,0.0116295288316905,0.5100014209747314,0.2639925768598913,0.2081307826197159,1,-0.2081307826197159,-1,0.2081307826197159,1,0.2081307826197159,1
2023-01-11,411.4500122070312,413.5700073242188,407.8299865722656,410.9800109863281,410.9800109863281,144800.0,0.4227271805322235,1.7765440829729615,1.5485228175025454,1.640912208632905,1.851957205731034,407.1200012207031,403.3600006103516,406.9530008951823,399.2798334757487,385.1640991210937,407.9251202920166,405.3497348290793,403.6021038179437,398.6422741017564,395.3444949422853,404.8973026121192,404.0309854362839,0.8663171758353769,-0.452638640520715,1.253100822136018,-1.253100822136018,1.253100822136018,1.253100822136018,-1.253100822136018,1.253100822136018,1.253100822136018,1.253100822136018,1.253100822136018,7.880004882812386,7.883502197265625,413.5700073242188,393.4574819946289,395.0849822998047,396.7124826049805,1.0,0.9911709699229958,0.4227271805322235,-1.0,-0.4227271805322235,1.0124418056950009,1.0,0.4227271805322235,0.8860421847518761,-1.0,-0.4227271805322235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4227271805322235,1,-0.4227271805322235,1,0.4227271805322235,1,0.4227271805322235,1
2023-01-12,411.4100036621094,416.4400024414062,408.5599975585938,416.1300048828125,416.1300048828125,144000.0,1.253100822136018,1.0467517055651618,1.404600826522667,1.666940388856934,1.8211410706169144,410.6600036621094,405.9040008544922,407.1980010986328,400.526166788737,385.35429931640624,410.6600818222819,407.30978392975805,404.4103554995482,399.2156423240861,395.7560891985334,406.62541065376433,404.9272090989896,1.6982015547746985,-0.0224706014616323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8599853515625,7.7985015869140595,416.4400024414062,396.2263024902345,397.8030029296876,399.3797033691407,0.0,0.9968221841938091,1.253100822136018,-1.0,-1.253100822136018,1.0130122986795316,1.0,1.253100822136018,0.9153274371503002,-1.0,-1.253100822136018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.253100822136018,1,1.253100822136018,1,1.253100822136018,1,1.253100822136018,1
2023-01-13,414.2999877929688,418.3999938964844,412.5400085449219,416.1300048828125,416.1300048828125,157700.0,0.0,0.5265891793545492,1.3414835210847913,1.6668638509816962,1.816320158531923,412.1780029296875,407.702001953125,407.0656677246094,401.69250030517577,385.6608993530273,412.4833895091255,408.91346046667707,405.1664619113717,399.77021158830655,396.1595330734696,408.08765591977175,405.7570458237173,2.3306100960544995,0.448145538041594,-0.0384504025741748,-0.0384504025741748,-0.0384504025741748,-0.0384504025741748,0.0384504025741748,-0.0384504025741748,-0.0384504025741748,-0.0384504025741748,-0.0384504025741748,7.32000732421875,7.589001464843747,418.3999938964844,399.2832989501953,400.8429992675781,402.4026995849609,0.0,1.001563222543607,0.0,1.0,-0.0,1.01349838023605,1.0,0.0,0.9177147779546597,-1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1,0.0,-1
2023-01-17,417.260009765625,420.8500061035156,413.5299987792969,415.9700012207031,415.9700012207031,282900.0,-0.0384504025741748,0.527393723321896,1.3504063169827312,1.4188646779113228,1.8162920392498487,413.6920043945312,409.3080017089844,406.7830006917318,402.81683349609375,385.9847994995117,413.6455934129847,410.1964678765,405.86346444745766,400.3013522319917,396.5518195714346,409.30032442760734,406.5135610383088,2.786763389298528,0.915869108292981,-2.461713634234388,-2.461713634234388,-2.461713634234388,-2.461713634234388,2.461713634234388,-2.461713634234388,-2.461713634234388,-2.461713634234388,-2.461713634234388,15.769989013671877,7.948500061035153,420.8500061035156,401.7041906738281,403.22199096679685,404.7397912597656,0.0,1.0062072432057358,-0.0384504025741748,1.0,-0.0384504025741748,1.0138948124567975,1.0,-0.0384504025741748,0.7811875222980835,-1.0,0.0384504025741748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0384504025741748,1,-0.0384504025741748,1,-0.0384504025741748,1,0.0384504025741748,-1
2023-01-18,419.1700134277344,420.3999938964844,404.6300048828125,405.7300109863281,405.7300109863281,210500.0,-2.461713634234388,1.3851503899031907,1.6284153997127215,1.4460109430363324,1.8203184998693145,412.9880065917969,409.80400390625,406.0676676432292,403.90416717529297,386.17579956054686,411.0070659374325,409.3843848055597,405.85485454673966,400.4793410436092,396.733565936086,408.7510454366413,406.45552029371765,2.29552514292368,1.1918003152191208,-1.2077056863874966,-1.2077056863874966,-1.2077056863874966,-1.2077056863874966,1.2077056863874966,-1.2077056863874966,-1.2077056863874966,-1.2077056863874966,-1.2077056863874966,5.959991455078068,7.826998901367181,420.3999938964844,403.3633059692383,404.9530059814453,406.5427059936524,0.0,1.009201265111074,-2.461713634234388,1.0,-2.461713634234388,1.0134226986319004,1.0,-2.461713634234388,0.7943724920337542,-1.0,2.461713634234388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.461713634234388,1,-2.461713634234388,1,-2.461713634234388,1,2.461713634234388,1
