Date_ON_L01d,Open_ON_L01d,High_ON_L01d,Low_ON_L01d,Close_ON_L01d,Adj Close_ON_L01d,Volume_ON_L01d,Daily_Return_ON_L01d,Vol5_ON_L01d,Vol10_ON_L01d,Vol20_ON_L01d,Vol60_ON_L01d,SMA5_ON_L01d,SMA10_ON_L01d,SMA30_ON_L01d,SMA60_ON_L01d,SMA100_ON_L01d,EMA5_ON_L01d,EMA10_ON_L01d,EMA30_ON_L01d,EMA60_ON_L01d,EMA100_ON_L01d,Short12_ON_L01d,Long26_ON_L01d,MACD_ON_L01d,SIGNAL9_ON_L01d,Ret5/10_ON_L01d,Ret10/30_ON_L01d,Ret30/60_ON_L01d,Ret30/100_ON_L01d,Emaret5/10_ON_L01d,Emaret10/30_ON_L01d,Emaret30/60_ON_L01d,Emaret30/100_ON_L01d,RetMACD_ON_L01d,DayRange_ON_L01d,average20r_ON_L01d,PRVHI_ON_L01d,HitLevel_ON_L01d,hitlevel_2_ON_L01d,hitlevel_1.8_ON_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-04,62.68000030517578,63.38999938964844,61.15000152587891,62.20000076293945,62.20000076293945,6189700.0,0.9576369854616756,2.3245050081851786,2.2810104537566125,2.530497532643444,3.7321292937760697,61.83399963378906,62.41099967956543,67.9126661936442,66.45849990844727,67.29420017242431,62.107039572911134,62.90870092795578,65.76271213649042,66.40265871735386,65.75720099339337,63.325864604712,65.44812828363561,-2.122263678923616,-1.761816470147585,3.954982402409221,3.954982402409221,-3.954982402409221,3.954982402409221,-3.954982402409221,3.954982402409221,3.954982402409221,3.954982402409221,3.954982402409221,4.159999847412109,2.511999702453612,63.38999938964844,58.77750022888184,59.265000152587895,59.75250007629395,0.0,0.918989095518773,-0.9576369854616756,-1.0,-0.9576369854616756,0.987256749174288,-1.0,-0.9576369854616756,0.6780305111249653,-1.0,-0.9576369854616756,0.0,0.0,1.0,0.3110821843147278,0.3110821843147278,0.686031163,0.686031163,,1,,1,,1,,1
2023-01-05,61.11999893188477,63.77000045776367,59.61000061035156,59.7400016784668,59.7400016784668,9253800.0,-3.954982402409221,2.9360919769498235,2.557525702007996,2.6036645362174062,3.722190973281104,61.726000213623045,61.98199996948242,67.53233286539714,66.42199993133545,67.1800001525879,61.31802694142969,62.33257379168505,65.37415017145663,66.18421094558707,65.63804853171166,62.774193385289664,65.02530409066014,-2.251110705370479,-1.859675317192164,-4.569801582748107,-4.569801582748107,4.569801582748107,-4.569801582748107,4.569801582748107,-4.569801582748107,-4.569801582748107,-4.569801582748107,-4.569801582748107,2.990001678466797,2.5384998321533194,63.77000045776367,57.86360004425049,58.365999984741215,58.868399925231934,1.0,0.9178122143806667,3.954982402409221,-1.0,3.954982402409221,0.9837236489921631,-1.0,3.954982402409221,0.6994978374046942,-1.0,3.954982402409221,0.0,0.0,1.0,0.007515244,0.007515244,0.7059871554374695,0.7059871554374695,-3.954982402409221,1,-3.954982402409221,1,-3.954982402409221,1,-3.954982402409221,1
2023-01-06,60.84999847412109,62.7400016784668,59.75,62.47000122070312,62.47000122070312,7144400.0,4.569801582748107,3.1310433756117244,2.987513167218152,2.8512105106045595,3.73075610927448,61.67800064086914,61.725,67.15666631062825,66.47199993133545,67.09230018615723,61.702018367854166,62.357560596961065,65.18678572302093,66.06243357755808,65.57531492159268,62.72739459073789,64.83602239658926,-2.10862780585137,-1.9094658149240047,-3.489675464346424,-3.489675464346424,3.489675464346424,-3.489675464346424,3.489675464346424,-3.489675464346424,-3.489675464346424,-3.489675464346424,-3.489675464346424,2.05999755859375,2.51449966430664,62.7400016784668,58.18530082702637,58.69300079345703,59.200700759887695,1.0,0.9191194767544821,-4.569801582748107,-1.0,-4.569801582748107,0.9894873657206718,-1.0,-4.569801582748107,0.7642446804594348,-1.0,-4.569801582748107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.569801582748107,1,4.569801582748107,-1,4.569801582748107,1,4.569801582748107,-1
2023-01-09,64.5999984741211,66.29000091552734,64.2300033569336,64.6500015258789,64.6500015258789,6408000.0,3.489675464346424,3.469511633230046,2.823784376744016,2.8926433571407864,3.7529306011414687,62.13400115966797,61.978000259399415,66.84499969482422,66.5669999440511,67.03170021057129,62.68467942052908,62.77436803858249,65.15215448449565,66.01612432996204,65.55699188405379,63.02318027306728,64.82224307283293,-1.7990627997656574,-1.8873852118923355,-0.5877878945762854,0.5877878945762854,-0.5877878945762854,0.5877878945762854,-0.5877878945762854,0.5877878945762854,0.5877878945762854,0.5877878945762854,-0.5877878945762854,3.1499977111816406,2.577999687194823,66.29000091552734,57.20810241699219,57.71100234985352,58.21390228271485,0.0,0.9271897754859043,-3.489675464346424,-1.0,-3.489675464346424,0.9985712541463057,-1.0,-3.489675464346424,0.7707692106699169,-1.0,-3.489675464346424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.489675464346424,1,-3.489675464346424,-1,3.489675464346424,1,-3.489675464346424,-1
2023-01-10,61.54999923706055,64.44999694824219,61.29999923706055,64.2699966430664,64.2699966430664,8248200.0,-0.5877878945762854,3.389742615142097,2.8422733203842,2.863393677603153,3.7383482094173215,62.66600036621094,62.16599998474121,66.54066619873046,66.62766653696696,66.99150016784668,63.21311849470819,63.046300512125015,65.09524107537119,65.9588742418671,65.5315068297768,63.214998176144064,64.78133592988726,-1.5663377537431984,-1.8231757202625083,0.560137901283678,-0.560137901283678,-0.560137901283678,-0.560137901283678,0.560137901283678,0.560137901283678,-0.560137901283678,-0.560137901283678,0.560137901283678,1.7699966430664062,2.5619997024536123,64.44999694824219,60.61840160369873,61.1340015411377,61.64960147857666,1.0,0.9342557496956242,-0.5877878945762854,-1.0,0.5877878945762854,1.0026459598934134,1.0,0.5877878945762854,0.7659515693027046,-1.0,0.5877878945762854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5877878945762854,1,0.5877878945762854,-1,-0.5877878945762854,1,0.5877878945762854,-1
2023-01-11,64.45999908447266,64.8499984741211,63.08000183105469,64.62999725341797,64.62999725341797,4889100.0,0.560137901283678,3.392562592298858,2.755435455339916,2.861645224880424,3.683211503985667,63.15199966430664,62.49299964904785,66.36299947102864,66.74199981689453,66.90530014038086,63.68541141427812,63.33424537417827,65.0652253449226,65.91530450454088,65.51365515499742,63.43269034187851,64.7701256575562,-1.3374353156776948,-1.7260276393455458,0.4641854626443555,-0.4641854626443555,-0.4641854626443555,-0.4641854626443555,0.4641854626443555,0.4641854626443555,-0.4641854626443555,-0.4641854626443555,0.4641854626443555,2.309997558593757,2.453999519348144,64.8499984741211,58.81359760284424,59.32599754333496,59.83839748382569,1.0,0.9416843745335791,0.560137901283678,-1.0,-0.560137901283678,1.0055446471024507,1.0,0.560137901283678,0.7769429536652424,-1.0,-0.560137901283678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560137901283678,1,-0.560137901283678,1,0.560137901283678,1,-0.560137901283678,1
2023-01-12,65.0,65.5999984741211,63.29000091552734,64.93000030517578,64.93000030517578,4807200.0,0.4641854626443555,2.2078945195265454,2.634976042861745,2.854964512990936,3.6586708174381606,64.18999938964843,62.957999801635744,66.16999944051106,66.82766647338867,66.82930015563964,64.10027437791068,63.624382634359634,65.0565011488099,65.882999448824,65.50209763321877,63.66304572084732,64.78196822404655,-1.1189225031992294,-1.6046066121162823,0.3388283068983568,-0.3388283068983568,-0.3388283068983568,-0.3388283068983568,0.3388283068983568,0.3388283068983568,-0.3388283068983568,-0.3388283068983568,0.3388283068983568,1.940002441406243,2.3239995956420887,65.5999984741211,59.451199531555176,59.941999435424805,60.432799339294434,1.0,0.9514583698649868,0.4641854626443555,-1.0,-0.4641854626443555,1.0074797070532837,1.0,0.4641854626443555,0.7803283365596722,-1.0,-0.4641854626443555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4641854626443555,1,0.4641854626443555,-1,0.4641854626443555,1,0.4641854626443555,1
2023-01-13,64.4000015258789,65.22000122070312,63.27999877929688,65.1500015258789,65.1500015258789,3409000.0,0.3388283068983568,1.5434737400136302,2.374076604442644,2.5927053819047483,3.654306443978691,64.72599945068359,63.202000045776366,65.83499959309896,66.90133317311604,66.79280014038086,64.45018342723343,63.901767887363135,65.06253343120146,65.8589667300389,65.49512543307343,63.89180815239064,64.8092299501082,-0.9174217977175658,-1.4671696492365394,1.1051438278433898,-1.1051438278433898,-1.1051438278433898,1.1051438278433898,1.1051438278433898,1.1051438278433898,-1.1051438278433898,-1.1051438278433898,1.1051438278433898,2.160003662109375,2.299499893188476,65.22000122070312,60.4871993637085,60.95199928283692,61.41679920196533,1.0,0.9600060824243007,0.3388283068983568,-1.0,-0.3388283068983568,1.00858216537666,1.0,0.3388283068983568,0.709493147783713,-1.0,-0.3388283068983568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3388283068983568,1,-0.3388283068983568,1,0.3388283068983568,-1,0.3388283068983568,-1
2023-01-17,65.29000091552734,66.7300033569336,64.56999969482422,65.87000274658203,65.87000274658203,3902000.0,1.1051438278433898,0.6131074443277695,2.3579421329814005,2.3472140735388933,3.656210118736525,64.96999969482422,63.55200042724609,65.56433308919271,66.98633321126302,66.73900016784668,64.92345653368297,64.25962877085747,65.11462822574214,65.85932856664687,65.50254874621221,64.19614578226624,64.88780571280996,-0.6916599305437217,-1.312067705497976,0.6983438064248835,-0.6983438064248835,-0.6983438064248835,0.6983438064248835,0.6983438064248835,0.6983438064248835,-0.6983438064248835,-0.6983438064248835,0.6983438064248835,2.4199981689453125,2.305999946594237,66.7300033569336,60.16110145568848,60.621001434326175,61.08090141296387,1.0,0.9693075096301357,1.1051438278433898,-1.0,-1.1051438278433898,1.0103304014592525,1.0,1.1051438278433898,0.6419800824658347,-1.0,-1.1051438278433898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1051438278433898,1,1.1051438278433898,1,-1.1051438278433898,-1,-1.1051438278433898,-1
2023-01-18,67.33999633789062,68.5199966430664,66.0999984741211,66.33000183105469,66.33000183105469,5834100.0,0.6983438064248835,0.2947597700750122,2.272540486465139,2.3213826504296065,3.654293081342781,65.38200073242187,64.02400054931641,65.34066645304362,67.06649990081787,66.68200019836426,65.39230496614022,64.63606023634787,65.19303942608488,65.87476047695532,65.51893395581305,64.52443132823369,64.99463505490216,-0.4702037266684726,-1.1436949097320752,-4.281622303918355,4.281622303918355,4.281622303918355,-4.281622303918355,-4.281622303918355,-4.281622303918355,4.281622303918355,4.281622303918355,-4.281622303918355,2.679996490478516,2.2969997406005853,68.5199966430664,61.65680347442627,62.11800346374512,62.57920345306397,0.0,0.9798492122103863,0.6983438064248835,-1.0,-0.6983438064248835,1.0117000437066719,1.0,0.6983438064248835,0.6352480763739419,-1.0,-0.6983438064248835,0.0,0.0,2.0,0.0120132118463516,0.0085057989231758,0.9915549159049988,0.9891580639524994,0.6983438064248835,1,0.6983438064248835,1,-0.6983438064248835,1,-0.6983438064248835,1
