Date_NVDA_L01d,Open_NVDA_L01d,High_NVDA_L01d,Low_NVDA_L01d,Close_NVDA_L01d,Adj Close_NVDA_L01d,Volume_NVDA_L01d,Daily_Return_NVDA_L01d,Vol5_NVDA_L01d,Vol10_NVDA_L01d,Vol20_NVDA_L01d,Vol60_NVDA_L01d,SMA5_NVDA_L01d,SMA10_NVDA_L01d,SMA30_NVDA_L01d,SMA60_NVDA_L01d,SMA100_NVDA_L01d,EMA5_NVDA_L01d,EMA10_NVDA_L01d,EMA30_NVDA_L01d,EMA60_NVDA_L01d,EMA100_NVDA_L01d,Short12_NVDA_L01d,Long26_NVDA_L01d,MACD_NVDA_L01d,SIGNAL9_NVDA_L01d,Ret5/10_NVDA_L01d,Ret10/30_NVDA_L01d,Ret30/60_NVDA_L01d,Ret30/100_NVDA_L01d,Emaret5/10_NVDA_L01d,Emaret10/30_NVDA_L01d,Emaret30/60_NVDA_L01d,Emaret30/100_NVDA_L01d,RetMACD_NVDA_L01d,DayRange_NVDA_L01d,average20r_NVDA_L01d,PRVHI_NVDA_L01d,HitLevel_NVDA_L01d,hitlevel_2_NVDA_L01d,hitlevel_1.8_NVDA_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-04,145.6699981689453,148.5299987792969,142.4100036621094,147.4900054931641,147.4900054931641,43132400.0,3.031793071411561,2.55031673424781,3.8150319648202817,3.561439503211792,3.814099551079972,144.63399963378907,149.56900024414062,160.68600056966145,148.1470002492269,147.3188998413086,146.38206988153195,149.90364363936962,154.9934623049236,153.21227959018367,155.2887916431406,151.22989975502438,155.0107494673164,-3.780849712292024,-1.0446570676032885,3.2815861525640893,3.2815861525640893,-3.2815861525640893,-3.2815861525640893,-3.2815861525640893,3.2815861525640893,3.2815861525640893,-3.2815861525640893,3.2815861525640893,4.160003662109318,6.8054992675781225,148.5299987792969,134.61610946655273,136.0110092163086,137.40590896606443,0.0,1.0907358169437313,-3.031793071411561,1.0,3.031793071411561,0.99809819282453,-1.0,3.031793071411561,1.0712050454260964,1.0,3.031793071411561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,1,,1,,1
2023-01-05,144.9100036621094,145.6399993896484,141.4799957275391,142.6499938964844,142.6499938964844,38916800.0,-3.2815861525640893,3.1547149101063177,3.889308241763787,3.540604141096428,3.812766951742128,145.0919982910156,147.7489990234375,160.33533376057943,148.57950019836426,146.87449981689454,145.13804455318277,148.5847982315723,154.19710950437914,152.8659751412099,155.0385184204345,149.9099142383259,154.09513794355107,-4.185223705225155,-1.672770395127662,-4.164039744520861,-4.164039744520861,4.164039744520861,4.164039744520861,4.164039744520861,-4.164039744520861,-4.164039744520861,4.164039744520861,-4.164039744520861,9.760009765625,7.033999633789058,145.6399993896484,133.55790039062504,134.91900024414065,136.2801000976563,1.0,1.0916485432152363,3.2815861525640893,1.0,-3.2815861525640893,0.9945729040458602,-1.0,3.2815861525640893,1.098487175287372,1.0,-3.2815861525640893,0.0,2.0,3.0,0.1188181564211845,0.0357568561745046,0.9936326146125792,0.7231058955192566,3.2815861525640893,1,-3.2815861525640893,-1,-3.2815861525640893,-1,-3.2815861525640893,-1
2023-01-06,144.7400054931641,150.1000061035156,140.3399963378906,148.5899963378906,148.5899963378906,40504400.0,4.164039744520861,3.19123938021895,4.083696679822189,3.682537039047756,3.840372038055855,145.60399780273437,146.10699920654298,159.94233347574863,149.12500012715657,146.45719970703124,146.28869514808537,148.585743341812,153.8353602678315,152.72577911487156,154.91082491384947,149.70684994595123,153.6873496764651,-3.980499730513856,-2.134316262204901,-5.1753163947318495,-5.1753163947318495,5.1753163947318495,5.1753163947318495,5.1753163947318495,-5.1753163947318495,-5.1753163947318495,5.1753163947318495,-5.1753163947318495,9.149993896484403,6.881499481201168,150.1000061035156,130.16520019531248,131.57200012207028,132.9788000488281,1.0,1.0920755947518637,-4.164039744520861,1.0,4.164039744520861,0.9930575242458617,-1.0,-4.164039744520861,1.1089356703057538,1.0,4.164039744520861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.164039744520861,-1,-4.164039744520861,1,-4.164039744520861,1,-4.164039744520861,1
2023-01-09,152.8399963378906,160.5599975585938,151.4100036621094,156.2799987792969,156.2799987792969,50423100.0,5.1753163947318495,3.8192726480972112,3.886853726605084,3.562218881823342,3.884013331538055,147.63199768066409,146.39599914550783,159.64533335367838,149.81300010681153,146.13209976196288,149.61912969182254,149.98469887590016,153.99307888147445,152.8423109071478,154.9379372676207,150.7181036126198,153.87939775815633,-3.161294145536516,-2.3397118388712235,1.798053225327991,-1.798053225327991,1.798053225327991,1.798053225327991,-1.798053225327991,-1.798053225327991,-1.798053225327991,1.798053225327991,-1.798053225327991,4.899993896484403,6.822499084472653,160.5599975585938,134.96070724487302,136.33700714111325,137.7133070373535,1.0,1.0924727257989686,-5.1753163947318495,1.0,5.1753163947318495,0.9939016976551442,-1.0,-5.1753163947318495,1.0911327617845807,1.0,5.1753163947318495,0.0,0.0,1.0,0.006425164,0.006425164,0.9337305426597596,0.9337305426597596,-5.1753163947318495,1,5.1753163947318495,1,5.1753163947318495,1,5.1753163947318495,1
2023-01-10,155.0700073242188,159.6199951171875,154.7200012207031,159.0899963378906,159.0899963378906,38410100.0,1.798053225327991,3.301842721048638,3.8927018130598823,3.592796712663345,3.861539948548833,150.81999816894532,147.0989990234375,159.525,150.47116673787434,145.88949966430664,152.7760852405119,151.64020750535298,154.32191226575935,153.04715305241805,155.0201562591112,152.00608710881534,154.26536802332186,-2.259280914506519,-2.3236256539982825,0.578287881150825,-0.578287881150825,0.578287881150825,0.578287881150825,-0.578287881150825,0.578287881150825,-0.578287881150825,0.578287881150825,0.578287881150825,4.649993896484403,6.684498596191403,159.6199951171875,145.55049957275398,146.9149993896485,148.27949920654302,1.0,1.0934645767314906,-1.798053225327991,1.0,1.798053225327991,0.9954957857726272,-1.0,-1.798053225327991,1.0834739965496731,1.0,1.798053225327991,0.0,3.0,2.0,0.1978997886180877,0.0849248042198411,0.9668259024620056,0.3193384096676918,1.798053225327991,-1,1.798053225327991,1,1.798053225327991,-1,1.798053225327991,-1
2023-01-11,158.3999938964844,160.2799987792969,155.6300048828125,160.0099945068359,160.0099945068359,35328500.0,0.578287881150825,3.325375946582969,2.824449405294112,3.5094985991774985,3.760728022958172,153.3239959716797,148.97899780273437,159.58299967447917,151.26683336893717,145.6122996520996,155.1873883292866,153.16198696016804,154.68888531357075,153.27544293616947,155.11896493728395,153.2374574777416,154.69089591098955,-1.4534384332479533,-2.1495882098482166,3.1873047175798765,-3.1873047175798765,3.1873047175798765,3.1873047175798765,-3.1873047175798765,3.1873047175798765,-3.1873047175798765,3.1873047175798765,3.1873047175798765,11.449996948242188,6.717498779296872,160.2799987792969,144.9140982055664,146.2509979248047,147.58789764404298,1.0,1.09594450507106,0.578287881150825,1.0,0.578287881150825,0.9972274207484102,-1.0,-0.578287881150825,0.8048014055215928,-1.0,0.578287881150825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.578287881150825,-1,0.578287881150825,-1,-0.578287881150825,-1,-0.578287881150825,1
2023-01-12,161.0,166.3699951171875,154.9199981689453,165.1100006103516,165.1100006103516,55140900.0,3.1873047175798765,1.8323179932221207,2.7959724589447323,3.516082364745693,3.7129679176218175,157.8159973144531,151.45399780273436,159.87366638183593,152.03733342488607,145.47849960327147,158.49492575630828,155.33435307838323,155.3612153327179,153.66346122056888,155.31680722783972,155.0640025750662,155.46268144427563,-0.3986788692094194,-1.799406341720457,2.3499514677908877,-2.3499514677908877,2.3499514677908877,2.3499514677908877,-2.3499514677908877,2.3499514677908877,-2.3499514677908877,2.3499514677908877,2.3499514677908877,7.570007324218693,6.679998779296871,166.3699951171875,145.50150146484378,146.84500122070315,148.18850097656252,1.0,1.0989504759660083,3.1873047175798765,1.0,3.1873047175798765,1.0002859195065286,1.0,-3.1873047175798765,0.7951953819338233,-1.0,-3.1873047175798765,0.0,0.0,4.0,0.0431745834648609,0.0152508461939616,0.96309095621109,0.8225899338722229,-3.1873047175798765,-1,-3.1873047175798765,-1,-3.1873047175798765,-1,3.1873047175798765,-1
2023-01-13,162.7799987792969,169.2200012207031,161.6499938964844,168.9900054931641,168.9900054931641,44728700.0,2.3499514677908877,1.7152669635440363,2.685897922498629,3.539939536523756,3.719715176570221,161.8959991455078,153.7499984741211,159.86566670735678,152.85933354695638,145.46499969482423,161.99328566859356,157.81719897197974,156.24049211726285,154.16597086885068,155.58756362913326,157.2064645624659,156.46470544789702,0.7417591145688789,-1.29117325046259,4.751759582386453,-4.751759582386453,4.751759582386453,4.751759582386453,-4.751759582386453,4.751759582386453,4.751759582386453,4.751759582386453,4.751759582386453,8.289993286132812,6.784498596191402,169.2200012207031,151.6739978027344,153.00999755859377,154.34599731445314,1.0,1.0989974704756758,2.3499514677908877,1.0,2.3499514677908877,1.0041965339189058,1.0,2.3499514677908877,0.7587411860531941,-1.0,-2.3499514677908877,2.0,0.0,1.0,0.9726446866989136,0.5790472278992335,0.7167781591415405,0.2868493944406509,-2.3499514677908877,1,-2.3499514677908877,1,-2.3499514677908877,1,-2.3499514677908877,-1
2023-01-17,168.9900054931641,177.2799987792969,168.9900054931641,177.0200042724609,177.0200042724609,51110200.0,4.751759582386453,1.5608941120979083,2.813723866912736,3.5760280372088795,3.757346648420936,166.04400024414062,156.83799896240234,160.0546666463216,153.80116691589356,145.5170997619629,167.0021918698827,161.30861811752175,157.581105804695,154.91528343946086,156.01196839434766,160.25470144092665,157.98732017564248,2.267381265284172,-0.5794623473132379,-1.8359506957178424,1.8359506957178424,-1.8359506957178424,-1.8359506957178424,1.8359506957178424,-1.8359506957178424,-1.8359506957178424,-1.8359506957178424,-1.8359506957178424,5.909988403320284,6.764498138427726,177.2799987792969,154.294104309082,155.6510040283203,157.00790374755857,0.0,1.099902808042074,4.751759582386453,1.0,4.751759582386453,1.0100578015039274,1.0,4.751759582386453,0.7868293642095914,-1.0,-4.751759582386453,0.0,1.0,2.0,0.0459719076752662,0.016720457558422,0.9935861229896544,0.7760684789287616,4.751759582386453,-1,4.751759582386453,-1,4.751759582386453,-1,-4.751759582386453,-1
2023-01-18,176.6699981689453,178.7299957275391,172.8200073242188,173.7700042724609,173.7700042724609,43962400.0,-1.8359506957178424,2.532413226058014,2.781001014090277,3.5618850028355378,3.7710989665384087,168.9800018310547,159.9,160.22166697184244,154.66500027974448,145.53259979248048,169.25812933740875,163.57432469114707,158.62555086713152,155.53347100775594,156.36361266916177,162.33397879962422,159.1564078865179,3.177570913106308,0.1719443047706713,-3.521902644590316,3.521902644590316,-3.521902644590316,-3.521902644590316,3.521902644590316,-3.521902644590316,-3.521902644590316,-3.521902644590316,-3.521902644590316,4.66000366210929,6.76549835205077,178.7299957275391,162.3981028747559,163.75100250244145,165.10390213012698,0.0,1.1009331737377575,-1.8359506957178424,1.0,-1.8359506957178424,1.014465886016305,1.0,-1.8359506957178424,0.7807666479620716,-1.0,1.8359506957178424,0.0,1.0,0.0,0.0225126147270202,0.0225126147270202,0.4248924851417541,0.4248924851417541,1.8359506957178424,-1,1.8359506957178424,1,1.8359506957178424,-1,1.8359506957178424,-1
