Date_NTAP_L01d,Open_NTAP_L01d,High_NTAP_L01d,Low_NTAP_L01d,Close_NTAP_L01d,Adj Close_NTAP_L01d,Volume_NTAP_L01d,Daily_Return_NTAP_L01d,Vol5_NTAP_L01d,Vol10_NTAP_L01d,Vol20_NTAP_L01d,Vol60_NTAP_L01d,SMA5_NTAP_L01d,SMA10_NTAP_L01d,SMA30_NTAP_L01d,SMA60_NTAP_L01d,SMA100_NTAP_L01d,EMA5_NTAP_L01d,EMA10_NTAP_L01d,EMA30_NTAP_L01d,EMA60_NTAP_L01d,EMA100_NTAP_L01d,Short12_NTAP_L01d,Long26_NTAP_L01d,MACD_NTAP_L01d,SIGNAL9_NTAP_L01d,Ret5/10_NTAP_L01d,Ret10/30_NTAP_L01d,Ret30/60_NTAP_L01d,Ret30/100_NTAP_L01d,Emaret5/10_NTAP_L01d,Emaret10/30_NTAP_L01d,Emaret30/60_NTAP_L01d,Emaret30/100_NTAP_L01d,RetMACD_NTAP_L01d,DayRange_NTAP_L01d,average20r_NTAP_L01d,PRVHI_NTAP_L01d,HitLevel_NTAP_L01d,hitlevel_2_NTAP_L01d,hitlevel_1.8_NTAP_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf,ret_ensemble,ensemble
2023-01-04,61.7400016784668,62.77999877929688,61.56000137329102,61.93000030517578,61.93000030517578,2013900.0,1.875307406612095,1.8193052821832243,1.498872731801285,1.804563533471336,2.1599452642948656,60.21000061035157,59.76300048828125,64.47433382670084,66.13116703033447,67.58600009918213,60.647136290840045,60.57968736928207,63.1967765523552,65.29018877013608,66.91653012668274,60.78139420291392,62.737030979771525,-1.9556367768576093,-2.2874750199877427,-0.9688333136839158,0.9688333136839158,0.9688333136839158,0.9688333136839158,-0.9688333136839158,-0.9688333136839158,0.9688333136839158,0.9688333136839158,-0.9688333136839158,1.0400009155273509,1.4134996414184589,62.77999877929688,57.70660079956054,57.99600067138672,58.28540054321289,0.0,0.9749462578987358,1.875307406612095,-1.0,-1.875307406612095,0.9444120373951622,-1.0,-1.875307406612095,0.830601252879132,-1.0,-1.875307406612095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,-1,,-1,,1
2023-01-05,61.45999908447266,61.70999908447266,60.66999816894531,61.33000183105469,61.33000183105469,1221500.0,-0.9688333136839158,1.6566330283685202,1.5657237328746378,1.7369209120896028,2.1271056959524617,60.84000091552734,59.94900054931641,64.1013339996338,66.0860003789266,67.45000011444091,60.87475813757827,60.71610818051345,63.07633947356162,65.16034657541209,66.80590580399704,60.86579537647403,62.632806598385095,-1.767011221911062,-2.1833822603724067,3.782813672849892,-3.782813672849892,-3.782813672849892,-3.782813672849892,3.782813672849892,3.782813672849892,-3.782813672849892,-3.782813672849892,3.782813672849892,2.560001373291016,1.4914997100830096,61.70999908447266,59.67029956817628,59.95299949645997,60.23569942474366,1.0,0.9699684295022691,-0.9688333136839158,-1.0,0.9688333136839158,0.944173104375268,-1.0,0.9688333136839158,0.9014363993067444,-1.0,0.9688333136839158,0.0,0.0,1.0,0.001652167,0.001652167,0.9932119846343994,0.9932119846343994,-0.9688333136839158,1,0.9688333136839158,1,0.9688333136839158,-1,0.9688333136839158,1,-0.9688333136839158,1
2023-01-06,62.02999877929688,64.06999969482422,61.5099983215332,63.65000152587891,63.65000152587891,1462600.0,3.782813672849892,1.8295583618481897,1.9102136128968692,1.9442642339254104,2.145539935738469,61.55200119018555,60.30900077819824,63.76033414204915,66.11250038146973,67.34020015716553,61.79983926701182,61.24954333421626,63.11334992854984,65.11082706559132,66.74341264997489,61.29413478407479,62.708154370792045,-1.4140195867172594,-2.029509725641377,0.2356601847380117,-0.2356601847380117,-0.2356601847380117,-0.2356601847380117,0.2356601847380117,0.2356601847380117,-0.2356601847380117,-0.2356601847380117,0.2356601847380117,1.360004425048828,1.5089998245239276,64.06999969482422,58.42869972229004,58.726999664306646,59.025299606323244,1.0,0.9644217625131624,3.782813672849892,-1.0,-3.782813672849892,0.9456116704660829,-1.0,-3.782813672849892,0.9824866289085645,-1.0,-3.782813672849892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.782813672849892,1,3.782813672849892,-1,-3.782813672849892,1,3.782813672849892,-1,3.782813672849892,1
2023-01-09,63.86999893188477,65.12000274658203,63.7599983215332,63.79999923706055,63.79999923706055,2574700.0,0.2356601847380117,1.7858507887545625,1.7258101804549952,1.91600324887136,2.145111084614297,62.300000762939455,60.79200057983398,63.39833399454753,66.13700033823649,67.23050018310546,62.46655925702807,61.713262589278855,63.15764988393763,65.06784910400015,66.68512723585776,61.67965239222645,62.78903176829341,-1.1093793760669683,-1.8454836557264955,0.64263299735895,-0.64263299735895,-0.64263299735895,-0.64263299735895,0.64263299735895,0.64263299735895,-0.64263299735895,-0.64263299735895,0.64263299735895,1.6899986267089773,1.503499794006349,65.12000274658203,60.75020008087158,61.05200004577637,61.35380001068115,1.0,0.9585910106342451,0.2356601847380117,-1.0,-0.2356601847380117,0.9471024874940428,-1.0,-0.2356601847380117,0.9007344749919397,-1.0,-0.2356601847380117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2356601847380117,1,-0.2356601847380117,-1,0.2356601847380117,1,-0.2356601847380117,1,0.2356601847380117,1
2023-01-10,62.83000183105469,64.5,62.81000137329102,64.20999908447266,64.20999908447266,1834000.0,0.64263299735895,1.805132717574744,1.7105942984624434,1.9170560186957128,2.11506568919174,62.98400039672852,61.309000396728514,63.050000508626304,66.13866697947184,67.13890014648437,63.04770586617627,62.167214679314085,63.225543380746345,65.0397228738517,66.63611479721648,62.06893649872586,62.89428860652891,-0.8253521078030488,-1.6414573461418065,0.3737702339067122,-0.3737702339067122,-0.3737702339067122,-0.3737702339067122,0.3737702339067122,0.3737702339067122,-0.3737702339067122,-0.3737702339067122,0.3737702339067122,1.020000457763672,1.4965000152587904,64.5,61.81230319976806,62.113003158569335,62.4137031173706,1.0,0.9533001402673539,0.64263299735895,-1.0,-0.64263299735895,0.948817973153912,-1.0,-0.64263299735895,0.8923027192633955,-1.0,-0.64263299735895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64263299735895,1,-0.64263299735895,-1,0.64263299735895,1,0.64263299735895,1,0.64263299735895,1
2023-01-11,64.5,64.72000122070312,63.70000076293945,64.44999694824219,64.44999694824219,1425100.0,0.3737702339067122,1.7712983907719115,1.6947960866126888,1.884899574132429,2.086045297984138,63.487999725341794,61.84900016784668,62.7793337504069,66.17266693115235,67.0285001373291,63.51513622686491,62.582266000937366,63.30454038510092,65.02038759760221,66.59282533486056,62.43525349095914,63.00952626147064,-0.5742727705114987,-1.428020431015745,-0.6206267112868877,0.6206267112868877,0.6206267112868877,0.6206267112868877,-0.6206267112868877,-0.6206267112868877,0.6206267112868877,0.6206267112868877,-0.6206267112868877,0.9499969482421876,1.4139999389648452,64.72000122070312,61.20769996643066,61.50699996948242,61.80629997253418,0.0,0.9487200178243389,0.3737702339067122,-1.0,-0.3737702339067122,0.9506210326228903,-1.0,-0.3737702339067122,0.8991439702525054,-1.0,-0.3737702339067122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3737702339067122,1,-0.3737702339067122,-1,0.3737702339067122,1,0.3737702339067122,1,0.3737702339067122,1
2023-01-12,64.30000305175781,64.58999633789062,63.63999938964844,64.05000305175781,64.05000305175781,1671200.0,-0.6206267112868877,1.6886349959962732,1.580160673608091,1.8854952167347692,2.082474390750616,64.03199996948243,62.43600044250488,62.52133382161458,66.18733367919921,66.92610015869141,63.69342516849588,62.84912728290472,63.35263475069169,64.98857171085321,66.54247241836347,62.68367650031279,63.08659861630672,-0.4029221159939382,-1.2230007680113837,0.9523818599331376,-0.9523818599331376,-0.9523818599331376,-0.9523818599331376,0.9523818599331376,0.9523818599331376,-0.9523818599331376,-0.9523818599331376,0.9523818599331376,1.3400039672851634,1.3940002441406265,64.58999633789062,61.60920135498046,61.89200134277343,62.1748013305664,1.0,0.9446117609850667,-0.6206267112868877,-1.0,0.6206267112868877,0.9520631327369872,-1.0,0.6206267112868877,0.838061353634487,-1.0,0.6206267112868877,0.0,0.0,1.0,0.003908083,0.003908083,0.9827671051025392,0.9827671051025392,-0.6206267112868877,1,0.6206267112868877,1,-0.6206267112868877,1,-0.6206267112868877,1,-0.6206267112868877,1
2023-01-13,63.70000076293945,64.94000244140625,63.59999847412109,64.66000366210938,64.66000366210938,1497600.0,0.9523818599331376,0.5913394863499545,1.3585942857551536,1.8894817503566024,2.083508925509579,64.23400039672852,62.89300079345704,62.42300059000651,66.21933371225992,66.84240020751953,64.01561799970038,63.1783775336692,63.43698113207349,64.97779898794357,66.50519580932874,62.98772683289688,63.20314713821803,-0.2154203053211532,-1.0214846754733375,0.1701097660492198,0.1701097660492198,-0.1701097660492198,-0.1701097660492198,0.1701097660492198,0.1701097660492198,-0.1701097660492198,-0.1701097660492198,0.1701097660492198,1.0200042724609375,1.316000366210939,64.94000244140625,61.523195800781245,61.80199584960937,62.0807958984375,1.0,0.942670321348302,0.9523818599331376,-1.0,-0.9523818599331376,0.9538650380633137,-1.0,-0.9523818599331376,0.7190301179139442,-1.0,-0.9523818599331376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523818599331376,1,0.9523818599331376,-1,0.9523818599331376,1,0.9523818599331376,-1,0.9523818599331376,1
2023-01-17,64.80999755859375,65.4800033569336,64.45999908447266,64.7699966430664,64.7699966430664,2329100.0,0.1701097660492198,0.5943062718075118,1.3460337094987431,1.5298471520068253,2.080962383764392,64.4279998779297,63.36400032043457,62.31300048828125,66.26066697438559,66.75730018615722,64.26707754748907,63.46776282628687,63.52298213278271,64.97098579630826,66.47083542979878,63.26192218830757,63.319210064503096,-0.0572878761955237,-0.8286453156177748,0.2933494692817615,0.2933494692817615,-0.2933494692817615,-0.2933494692817615,0.2933494692817615,0.2933494692817615,-0.2933494692817615,-0.2933494692817615,0.2933494692817615,1.0499954223632812,1.2770002365112316,65.4800033569336,62.04480163574218,62.30800170898437,62.57120178222656,1.0,0.9404221740232348,0.1701097660492198,-1.0,-0.1701097660492198,0.9556519294822259,-1.0,-0.1701097660492198,0.8798484918791011,-1.0,-0.1701097660492198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701097660492198,1,-0.1701097660492198,-1,0.1701097660492198,1,-0.1701097660492198,-1,0.1701097660492198,1
2023-01-18,65.30999755859375,65.80999755859375,64.76000213623047,64.95999908447266,64.95999908447266,1663500.0,0.2933494692817615,0.5642692499841092,1.3433945654186283,1.455222117590343,2.0809421422105,64.57799987792968,63.7810001373291,62.26400044759114,66.30200030008952,66.67870018005371,64.49805139315026,63.73907850959337,63.61569290385948,64.97062557624807,66.44091787840618,63.52316478771759,63.44074999190825,0.0824147958093419,-0.6464332933323514,-0.692729302007872,-0.692729302007872,0.692729302007872,0.692729302007872,-0.692729302007872,-0.692729302007872,-0.692729302007872,0.692729302007872,-0.692729302007872,1.190002441406257,1.2385004043579115,65.80999755859375,62.670602836608886,62.92600288391113,63.18140293121338,0.0,0.9390968623235801,0.2933494692817615,-1.0,-0.2933494692817615,0.9574776347955163,-1.0,-0.2933494692817615,0.9231543069473913,-1.0,-0.2933494692817615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2933494692817615,1,-0.2933494692817615,1,0.2933494692817615,-1,-0.2933494692817615,-1,0.2933494692817615,1
