Date_MU_L01d,Open_MU_L01d,High_MU_L01d,Low_MU_L01d,Close_MU_L01d,Adj Close_MU_L01d,Volume_MU_L01d,Daily_Return_MU_L01d,Vol5_MU_L01d,Vol10_MU_L01d,Vol20_MU_L01d,Vol60_MU_L01d,SMA5_MU_L01d,SMA10_MU_L01d,SMA30_MU_L01d,SMA60_MU_L01d,SMA100_MU_L01d,EMA5_MU_L01d,EMA10_MU_L01d,EMA30_MU_L01d,EMA60_MU_L01d,EMA100_MU_L01d,Short12_MU_L01d,Long26_MU_L01d,MACD_MU_L01d,SIGNAL9_MU_L01d,Ret5/10_MU_L01d,Ret10/30_MU_L01d,Ret30/60_MU_L01d,Ret30/100_MU_L01d,Emaret5/10_MU_L01d,Emaret10/30_MU_L01d,Emaret30/60_MU_L01d,Emaret30/100_MU_L01d,RetMACD_MU_L01d,DayRange_MU_L01d,average20r_MU_L01d,PRVHI_MU_L01d,HitLevel_MU_L01d,hitlevel_2_MU_L01d,hitlevel_1.8_MU_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf,ret_ensemble,ensemble
2023-01-04,53.04999923706055,54.52000045776367,52.72999954223633,54.20000076293945,54.20000076293945,25077300.0,7.603736176834117,3.8432074511177934,3.160736325312888,2.5589309213223825,2.9222492654678915,50.863999938964845,50.58400001525879,53.67566680908203,54.73766682942709,55.04299995422363,51.55081631022421,51.35676602985296,52.98446811756477,54.299401351401,56.02168542408654,51.48792401517,52.71497773737062,-1.2270537222006157,-1.4303853071925268,0.9409562995466484,-0.9409562995466484,-0.9409562995466484,-0.9409562995466484,0.9409562995466484,0.9409562995466484,-0.9409562995466484,-0.9409562995466484,0.9409562995466484,1.5,1.6470003128051744,54.52000045776367,47.34869846343995,47.676998519897474,48.00529857635499,1.0,0.9805983688772404,-7.603736176834117,-1.0,-7.603736176834117,0.9757836513642832,-1.0,-7.603736176834117,1.2351784485372157,1.0,7.603736176834117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,1,,-1,,1
2023-01-05,53.88999938964844,55.38999938964844,53.88999938964844,54.70999908447266,54.70999908447266,18030900.0,0.9409562995466484,3.3928385291985927,3.0341111493048065,2.560643249611298,2.8979353814400213,51.98199996948242,50.98699989318848,53.59400011698405,54.79316679636637,54.93969993591308,52.603877234973694,51.96644476705654,53.09579269607496,54.31286357215745,55.99571143716349,51.9836278719858,52.862757096415216,-0.8791292244294198,-1.3201340906399055,3.7653105607082,-3.7653105607082,-3.7653105607082,-3.7653105607082,3.7653105607082,3.7653105607082,-3.7653105607082,-3.7653105607082,3.7653105607082,3.2600021362304545,1.7200002670288062,55.38999938964844,50.896599769592285,51.22599983215332,51.55539989471436,1.0,0.9781146674029827,0.9409562995466484,-1.0,-0.9409562995466484,0.9775914802491393,-1.0,-0.9409562995466484,1.1849019381225323,1.0,0.9409562995466484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9409562995466484,1,-0.9409562995466484,-1,0.9409562995466484,-1,-0.9409562995466484,-1,0.9409562995466484,1
2023-01-06,55.43000030517578,57.29000091552734,54.02999877929688,56.77000045776367,56.77000045776367,21069800.0,3.7653105607082,3.4475944116931028,3.176210614226263,2.6871533375327146,2.8798277740767877,53.205999755859374,51.545000076293945,53.53233350118001,54.84416681925456,54.8603999710083,53.992584975903696,52.83981852900328,53.3328383581194,54.39342543725929,56.01104389301696,52.71999288518239,53.15218253058918,-0.4321896454067868,-1.1425452015932818,-0.7222121615396944,0.7222121615396944,0.7222121615396944,0.7222121615396944,-0.7222121615396944,-0.7222121615396944,0.7222121615396944,0.7222121615396944,-0.7222121615396944,1.8699989318847583,1.7310001373290986,57.29000091552734,51.60599880218506,51.94999885559083,52.293998908996585,0.0,0.9760807138816084,3.7653105607082,-1.0,-3.7653105607082,0.9805015574839421,-1.0,-3.7653105607082,1.1819982767126307,1.0,3.7653105607082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7653105607082,1,-3.7653105607082,1,-3.7653105607082,-1,-3.7653105607082,1,3.7653105607082,1
2023-01-09,56.81999969482422,57.52000045776367,55.65000152587891,56.36000061035156,56.36000061035156,15715900.0,-0.7222121615396944,3.294550553087848,2.84541279864265,2.641572810900463,2.8710589974718213,54.48199996948242,52.238000106811526,53.44666684468587,54.90433349609375,54.7853999710083,54.78172352071966,53.47985163470297,53.52813914858599,54.4579033117869,56.017953927023584,53.279994073669954,53.38979868464565,-0.1098046109756936,-0.9359970834697642,1.50815909317961,-1.50815909317961,-1.50815909317961,1.50815909317961,1.50815909317961,1.50815909317961,-1.50815909317961,-1.50815909317961,1.50815909317961,1.4199981689453196,1.73500003814697,57.52000045776367,53.48180061340332,53.82800064086914,54.17420066833496,1.0,0.9734507905189017,-0.7222121615396944,-1.0,0.7222121615396944,0.9829269195716599,-1.0,0.7222121615396944,1.0771661439355524,1.0,-0.7222121615396944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7222121615396944,1,-0.7222121615396944,-1,0.7222121615396944,1,-0.7222121615396944,-1,-0.7222121615396944,1
2023-01-10,56.15999984741211,57.27999877929688,55.86000061035156,57.20999908447266,57.20999908447266,10571300.0,1.50815909317961,3.2161747217408494,2.845065236173145,2.6527047789962803,2.8321936559353755,55.85,52.93899993896484,53.40666681925456,54.9435001373291,54.74129997253418,55.59114870863733,54.15806026193382,53.76567849928836,54.54813596007168,56.04155878162653,53.88461022917807,53.67277649204024,0.2118337371378231,-0.7064309193482468,1.4857582632771935,-1.4857582632771935,-1.4857582632771935,1.4857582632771935,-1.4857582632771935,1.4857582632771935,1.4857582632771935,-1.4857582632771935,1.4857582632771935,1.5500030517578054,1.7105001449584936,57.27999877929688,53.70300037384034,54.05000038146973,54.39700038909913,1.0,0.9720288420971855,1.50815909317961,-1.0,-1.50815909317961,0.9856556517099674,-1.0,-1.50815909317961,1.0725148379495322,1.0,1.50815909317961,0.0,0.0,1.0,0.002449021,0.002449021,0.9903972148895264,0.9903972148895264,1.50815909317961,1,-1.50815909317961,1,1.50815909317961,1,-1.50815909317961,-1,1.50815909317961,1
2023-01-11,57.34999847412109,58.47000122070312,56.91999816894531,58.06000137329102,58.06000137329102,12143000.0,1.4857582632771935,1.606872385194116,2.78098297116558,2.663870384252838,2.7879556393498057,56.62200012207031,53.74300003051758,53.483666865030926,55.03250013987223,54.69209999084472,56.41409959685523,54.8675041003624,54.042731587933694,54.66327908837395,56.08152794185752,54.52697809750314,53.99775611287363,0.5292219846295083,-0.4593003385526958,-1.3606629294548551,-1.3606629294548551,1.3606629294548551,-1.3606629294548551,1.3606629294548551,-1.3606629294548551,-1.3606629294548551,1.3606629294548551,-1.3606629294548551,1.810001373291016,1.6390003204345682,58.47000122070312,53.5168984603882,53.85899848937989,54.2010985183716,0.0,0.9718560256047836,1.4857582632771935,-1.0,-1.4857582632771935,0.9886478178625725,-1.0,-1.4857582632771935,1.0439633202895453,1.0,1.4857582632771935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4857582632771935,1,1.4857582632771935,-1,1.4857582632771935,1,-1.4857582632771935,1,1.4857582632771935,1
2023-01-12,58.11000061035156,58.2400016784668,56.43000030517578,57.27000045776367,57.27000045776367,14888100.0,-1.3606629294548551,2.0407672545344027,2.72544714428466,2.6872562653071976,2.789955450909107,57.13400039672852,54.55800018310547,53.55533358256022,55.09533348083496,54.65970001220703,56.69939988382472,55.3043216198899,54.25094248276144,54.74874536278016,56.10506205108338,54.94898153754322,54.24014458286548,0.7088369546777358,-0.2256728799066095,-0.593679325773079,-0.593679325773079,0.593679325773079,-0.593679325773079,0.593679325773079,-0.593679325773079,-0.593679325773079,0.593679325773079,-0.593679325773079,0.8500022888183452,1.5795005798339825,58.2400016784668,54.864200515747065,55.19200057983398,55.519800643920895,0.0,0.9720484512756343,-1.3606629294548551,-1.0,1.3606629294548551,0.9909075015925909,-1.0,1.3606629294548551,1.0142118485201845,1.0,-1.3606629294548551,0.0,0.0,1.0,0.004266974,0.004266974,0.9876991510391236,0.9876991510391236,-1.3606629294548551,1,1.3606629294548551,1,-1.3606629294548551,1,-1.3606629294548551,1,-1.3606629294548551,1
2023-01-13,56.72999954223633,56.97000122070312,56.11999893188477,56.93000030517578,56.93000030517578,12520600.0,-0.593679325773079,1.3404595085135973,2.745532421173256,2.674503818612915,2.7802720657393576,57.16600036621094,55.18600006103516,53.53133354187012,55.16833349863688,54.64590000152588,56.77626669094174,55.59989956266915,54.42378492291721,54.82026191826854,56.12139746205551,55.25375365564054,54.439393154888464,0.8143605007520733,-0.0176662037748729,-0.1405266654239263,-0.1405266654239263,0.1405266654239263,-0.1405266654239263,0.1405266654239263,-0.1405266654239263,-0.1405266654239263,0.1405266654239263,-0.1405266654239263,2.04999923706054,1.5885004043579076,56.97000122070312,54.76510040283203,55.08100051879883,55.39690063476563,0.0,0.970327181320291,-0.593679325773079,-1.0,0.593679325773079,0.99276769242835,-1.0,0.593679325773079,1.0265576747604641,1.0,-0.593679325773079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.593679325773079,1,-0.593679325773079,1,-0.593679325773079,1,-0.593679325773079,-1,-0.593679325773079,1
2023-01-17,57.15999984741211,58.59999847412109,56.54999923706055,56.84999847412109,56.84999847412109,10962700.0,-0.1405266654239263,1.279059258047722,2.648146987477412,2.4156606495902326,2.778833063938466,57.26399993896485,55.87299995422363,53.57666676839192,55.23200016021728,54.635799980163576,56.80084395200153,55.82719027384223,54.58031482944649,54.88681065780469,56.135825204868695,55.49932978156062,54.617956511868655,0.881373269691963,0.1621416909184942,-0.5980653680099153,-0.5980653680099153,0.5980653680099153,-0.5980653680099153,0.5980653680099153,-0.5980653680099153,-0.5980653680099153,0.5980653680099153,-0.5980653680099153,1.6899986267089844,1.6270002365112286,58.59999847412109,53.47530033111572,53.7930004119873,54.11070049285888,0.0,0.9700294505536,-0.1405266654239263,-1.0,0.1405266654239263,0.9944158564747173,-1.0,0.1405266654239263,1.096241306876699,1.0,-0.1405266654239263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1405266654239263,1,-0.1405266654239263,1,-0.1405266654239263,1,0.1405266654239263,-1,-0.1405266654239263,1
2023-01-18,57.5099983215332,58.04999923706055,56.36000061035156,56.5099983215332,56.5099983215332,10035300.0,-0.5980653680099153,1.0603432820547845,2.7147820085721355,2.4259806835819444,2.7766244259619963,57.12399978637696,56.48699989318848,53.63766670227051,55.27883345286052,54.617799949646,56.70389540851209,55.95133719160422,54.70481053861338,54.94002992546792,56.14323457351552,55.65481724924871,54.758107757029,0.8967094922197134,0.3090552511787381,-0.2654357027727672,-0.2654357027727672,0.2654357027727672,-0.2654357027727672,0.2654357027727672,-0.2654357027727672,-0.2654357027727672,0.2654357027727672,-0.2654357027727672,1.8100013732910083,1.6580001831054667,58.04999923706055,55.02059795379638,55.34599800109863,55.67139804840088,0.0,0.9703111182331746,-0.5980653680099153,-1.0,0.5980653680099153,0.9957186156037112,-1.0,0.5980653680099153,1.1190451873523486,1.0,-0.5980653680099153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5980653680099153,1,-0.5980653680099153,1,-0.5980653680099153,1,0.5980653680099153,-1,-0.5980653680099153,1
