Date_VRSN_L01d,Open_VRSN_L01d,High_VRSN_L01d,Low_VRSN_L01d,Close_VRSN_L01d,Adj Close_VRSN_L01d,Volume_VRSN_L01d,Daily_Return_VRSN_L01d,Vol5_VRSN_L01d,Vol10_VRSN_L01d,Vol20_VRSN_L01d,Vol60_VRSN_L01d,SMA5_VRSN_L01d,SMA10_VRSN_L01d,SMA30_VRSN_L01d,SMA60_VRSN_L01d,SMA100_VRSN_L01d,EMA5_VRSN_L01d,EMA10_VRSN_L01d,EMA30_VRSN_L01d,EMA60_VRSN_L01d,EMA100_VRSN_L01d,Short12_VRSN_L01d,Long26_VRSN_L01d,MACD_VRSN_L01d,SIGNAL9_VRSN_L01d,Ret5/10_VRSN_L01d,Ret10/30_VRSN_L01d,Ret30/60_VRSN_L01d,Ret30/100_VRSN_L01d,Emaret5/10_VRSN_L01d,Emaret10/30_VRSN_L01d,Emaret30/60_VRSN_L01d,Emaret30/100_VRSN_L01d,RetMACD_VRSN_L01d,DayRange_VRSN_L01d,average20r_VRSN_L01d,PRVHI_VRSN_L01d,HitLevel_VRSN_L01d,hitlevel_2_VRSN_L01d,hitlevel_1.8_VRSN_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf,ret_ensemble,ensemble
2023-01-04,203.6499938964844,206.8899993896484,202.6999969482422,205.5599975585938,205.5599975585938,771600.0,1.8026938503648997,1.7749496782129717,1.285375788176582,1.01814267128382,2.1867441689726546,203.8860015869141,203.82000122070312,200.60833384195965,192.96600062052408,189.7690998840332,204.13736918705771,203.43284107247047,199.88644989673853,195.380156623051,192.63186470219324,203.12256644610252,200.63080903963387,2.491757406468679,2.654359610526946,-2.685349454184317,-2.685349454184317,-2.685349454184317,-2.685349454184317,2.685349454184317,-2.685349454184317,-2.685349454184317,-2.685349454184317,2.685349454184317,4.929992675781307,4.790999603271489,206.8899993896484,199.45420501708983,200.4020050048828,201.3498049926758,0.0,1.0003238169257958,-1.8026938503648997,1.0,1.8026938503648997,1.017742028924742,1.0,1.8026938503648997,0.4655975242692196,-1.0,-1.8026938503648997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1,,1
2023-01-05,204.6499938964844,204.6499938964844,199.7200012207031,200.0399932861328,200.0399932861328,471300.0,-2.685349454184317,2.110760301445409,1.539563031389961,1.2070383560762483,2.2177347395635345,203.66799926757807,203.55,200.75933380126955,193.35016708374025,189.74859985351563,202.7715772200828,202.8159596567727,199.8963559218608,195.5329381529881,192.7785603177168,202.64832442149185,200.5870449097449,2.0612795117469034,2.535743590770937,2.634475329602164,2.634475329602164,2.634475329602164,2.634475329602164,-2.634475329602164,-2.634475329602164,2.634475329602164,2.634475329602164,-2.634475329602164,5.910003662109403,4.90799942016602,204.6499938964844,196.34980026245117,197.30800018310543,198.26620010375973,1.0,1.0005797065466866,2.685349454184317,1.0,-2.685349454184317,1.0146055875878657,1.0,-2.685349454184317,0.5442663338149276,-1.0,2.685349454184317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.685349454184317,1,-2.685349454184317,-1,-2.685349454184317,1,-2.685349454184317,1,-2.685349454184317,1
2023-01-06,202.0800018310547,205.8000030517578,199.8899993896484,205.3099975585938,205.3099975585938,546000.0,2.634475329602164,2.254824673960192,1.7438083409739,1.3182883344856182,2.231249781879817,203.6539978027344,203.6,201.01433359781905,193.85716705322267,189.75839981079105,203.61771733291985,203.26942109346743,200.24562312423063,195.85349747776203,193.02670758981336,203.05781259643055,200.9368932541041,2.120919342326488,2.452778741082048,1.4319821130810448,1.4319821130810448,1.4319821130810448,1.4319821130810448,-1.4319821130810448,1.4319821130810448,1.4319821130810448,1.4319821130810448,-1.4319821130810448,4.600006103515597,4.963999938964845,205.8000030517578,193.85239517211917,194.8339950561524,195.8155949401856,1.0,1.0002652151411318,-2.634475329602164,1.0,2.634475329602164,1.0151004447540952,1.0,2.634475329602164,0.5908295634095106,-1.0,-2.634475329602164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.634475329602164,1,-2.634475329602164,1,2.634475329602164,1,2.634475329602164,1,2.634475329602164,1
2023-01-09,205.5099945068359,209.75,205.1499938964844,208.25,208.25,793000.0,1.4319821130810448,2.342816352567971,1.7751576482840346,1.3413314327714922,2.23602581627626,204.21599731445312,204.08200073242188,201.3123336791992,194.4000005086263,189.800899810791,205.16181155527988,204.1749808946552,200.76203453557065,196.2599401834092,193.32815892466851,203.85661065851815,201.4786048649112,2.378005793606974,2.437824151587033,-0.120048019207683,-0.120048019207683,-0.120048019207683,-0.120048019207683,0.120048019207683,-0.120048019207683,-0.120048019207683,-0.120048019207683,0.120048019207683,2.3800048828125,4.850000000000001,209.75,194.87920318603517,195.8720031738281,196.8648031616211,0.0,1.0006565820677489,-1.4319821130810448,1.0,1.4319821130810448,1.0169999590160552,1.0,1.4319821130810448,0.5998729634549851,-1.0,-1.4319821130810448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4319821130810448,1,1.4319821130810448,1,1.4319821130810448,1,1.4319821130810448,1,1.4319821130810448,1
2023-01-10,206.4900054931641,208.6100006103516,206.2299957275391,208.0,208.0,595000.0,-0.120048019207683,2.0969581467641483,1.778839870799651,1.3439656809039833,2.2361951333979,205.43199768066407,204.5100006103516,201.61666717529295,194.9191670735677,189.83309982299804,206.1078743701866,204.87043891380875,201.2290000494048,196.6448601773957,193.6186904311108,204.4940551725923,201.96167117121408,2.532384001378233,2.456736121545273,1.7644221966083231,1.7644221966083231,1.7644221966083231,1.7644221966083231,-1.7644221966083231,1.7644221966083231,1.7644221966083231,1.7644221966083231,1.7644221966083231,3.34999084472662,4.797499084472664,208.6100006103516,199.08,200.05,201.02,1.0,1.0045083226617808,0.120048019207683,1.0,-0.120048019207683,1.0180959944317665,1.0,-0.120048019207683,0.6010055476964689,-1.0,0.120048019207683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.120048019207683,1,-0.120048019207683,1,-0.120048019207683,1,-0.120048019207683,1,-0.120048019207683,1
2023-01-11,209.0099945068359,211.7899932861328,208.4400024414062,211.6699981689453,211.6699981689453,581000.0,1.7644221966083231,2.0915917068777485,1.843913425088173,1.3758920704547422,2.2305448208456484,206.6539978027344,205.2699996948242,202.0806671142578,195.54566701253256,189.88509979248047,207.96191563643956,206.10672241474265,201.90261283131065,197.1374876525285,193.97614206948373,205.5980464028005,202.68080650437932,2.917239898421116,2.5488368769204417,0.5999925749738144,0.5999925749738144,0.5999925749738144,0.5999925749738144,-0.5999925749738144,0.5999925749738144,0.5999925749738144,0.5999925749738144,0.5999925749738144,3.7100067138671022,4.519499969482423,211.7899932861328,198.0555026245117,199.01500244140627,199.9745022583008,1.0,1.0067423301503766,1.7644221966083231,1.0,1.7644221966083231,1.0208224624955424,1.0,1.7644221966083231,0.6168412567173214,-1.0,-1.7644221966083231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7644221966083231,1,1.7644221966083231,-1,1.7644221966083231,1,1.7644221966083231,1,1.7644221966083231,1
2023-01-12,211.0500030517578,213.0200042724609,209.3099975585938,212.9400024414062,212.9400024414062,367600.0,0.5999925749738144,1.0622288989555149,1.7291790937103992,1.3566134747503595,2.2005564754840248,209.23399963378907,206.4509994506836,202.68000030517575,196.10216700236003,189.9997998046875,209.62127790476177,207.3491369650451,202.6147024835749,197.6556028915081,194.35166405704652,206.7275781010475,203.44074694415912,3.2868311568883826,2.69643573291403,0.4555279466431495,0.4555279466431495,0.4555279466431495,0.4555279466431495,-0.4555279466431495,0.4555279466431495,0.4555279466431495,0.4555279466431495,0.4555279466431495,2.959991455078125,4.351999664306644,213.0200042724609,201.84709335327148,202.750993347168,203.65489334106445,1.0,1.01348019719212,0.5999925749738144,1.0,0.5999925749738144,1.0233666877252108,1.0,0.5999925749738144,0.6164865523171655,-1.0,-0.5999925749738144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999925749738144,1,-0.5999925749738144,-1,0.5999925749738144,1,0.5999925749738144,1,0.5999925749738144,1
2023-01-13,211.5800018310547,214.5399932861328,211.5800018310547,213.9100036621094,213.9100036621094,453400.0,0.4555279466431495,0.7634110277414156,1.64384133455929,1.336378890075043,2.19121500439898,210.9540008544922,207.3039993286133,203.1500005086263,196.6191670735677,190.17879989624024,211.050853157211,208.5420218190568,203.34343159186744,198.1885340643147,194.73895791061216,207.8325666489032,204.21624744178507,3.616319207118124,2.880412427754849,0.2664634919692875,0.2664634919692875,0.2664634919692875,0.2664634919692875,-0.2664634919692875,0.2664634919692875,0.2664634919692875,0.2664634919692875,0.2664634919692875,3.8399963378905966,4.315499877929689,214.5399932861328,203.4456050109863,204.3160049438476,205.18640487670896,1.0,1.0176070000467912,0.4555279466431495,1.0,0.4555279466431495,1.025565567505635,1.0,0.4555279466431495,0.6098803117869273,-1.0,-0.4555279466431495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4555279466431495,1,-0.4555279466431495,1,0.4555279466431495,1,0.4555279466431495,1,0.4555279466431495,1
2023-01-17,213.8899993896484,216.8699951171875,213.0299987792969,214.4799957275391,214.4799957275391,580600.0,0.2664634919692875,0.7082091188522505,1.6392810864498186,1.3190763286768123,2.189198312751856,212.2,208.20799865722657,203.48033345540364,197.15883356730143,190.38179992675785,212.1939006806537,209.6216534387808,204.06191960062048,198.72268034835483,195.1298695505513,208.8552480456164,204.97652509258168,3.8787229530347247,3.080074532810825,-1.007081521049724,-1.007081521049724,-1.007081521049724,-1.007081521049724,1.007081521049724,-1.007081521049724,-1.007081521049724,-1.007081521049724,-1.007081521049724,5.810012817382784,4.325500488281247,216.8699951171875,205.0458935546875,205.90899353027345,206.77209350585937,0.0,1.0191731411305935,0.2664634919692875,1.0,0.2664634919692875,1.0272453275409814,1.0,0.2664634919692875,0.6025385279137699,-1.0,-0.2664634919692875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664634919692875,1,0.2664634919692875,-1,0.2664634919692875,-1,0.2664634919692875,-1,0.2664634919692875,1
2023-01-18,215.1900024414062,217.6000061035156,211.7899932861328,212.3200073242188,212.3200073242188,575000.0,-1.007081521049724,0.987570280802283,1.5487279434898835,1.3537251218009096,2.1772982206453864,213.06400146484376,209.2479995727539,203.8210001627604,197.71966705322265,190.57119995117188,212.2359362285088,210.1122632361332,204.59469945375585,199.1684943475635,195.47026831834668,209.38828793463216,205.52048673936963,3.8678011952625297,3.237619865301166,-0.3202750146537089,-0.3202750146537089,-0.3202750146537089,-0.3202750146537089,0.3202750146537089,-0.3202750146537089,-0.3202750146537089,-0.3202750146537089,-0.3202750146537089,3.669998168945284,4.2920005798339815,217.6000061035156,207.3538940429688,208.218994140625,209.08409423828127,0.0,1.018236742525049,-1.007081521049724,1.0,-1.007081521049724,1.0269682635821387,1.0,-1.007081521049724,0.6217453856181647,-1.0,1.007081521049724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.007081521049724,1,1.007081521049724,1,1.007081521049724,-1,1.007081521049724,-1,-1.007081521049724,1
